CAN Init OK!!
data_storage.PickerPar.RealHeight =  951,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	275,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  945,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  945,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	272,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  938,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  938,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	269,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  937,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  937,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	268,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  937,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  937,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	268,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  937,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  937,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	268,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  937,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  937,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	268,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  937,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  937,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	268,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  935,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  935,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	267,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  934,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  934,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	267,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  927,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  927,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	263,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  918,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  918,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	259,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  916,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  916,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	258,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  908,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  908,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  903,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  903,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  898,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  898,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  887,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  887,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		256,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  886,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  886,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		257,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  884,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  884,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		258,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  892,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  892,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		254,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  959,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  959,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	279,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  1056,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  1056,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	328,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  1090,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  1090,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	345,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  1090,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  1090,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	345,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  1090,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  1090,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	345,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  1090,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  1090,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	345,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  1086,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  1086,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	343,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  1030,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  1030,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	315,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  962,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  962,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	281,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  933,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  933,
out_par.DownValve_01 =  		1,
out_par.PWM_Up_Value  =  		0,
out_par.PWM_Down_Value  =  	266,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  885,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  885,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		257,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  865,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  865,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		267,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  868,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  868,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		266,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  875,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  875,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  876,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  876,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  876,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  876,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  876,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  876,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  876,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  876,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  876,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  876,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  876,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  876,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		262,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
data_result.ADC1_Sensor_Height[2] =  9999,
data_result.ADC1_Sensor_Height[3] =  9999,
data_storage.PickerPar.RealHeight =  877,
out_par.DownValve_01 =  		0,
out_par.PWM_Up_Value  =  		261,
out_par.PWM_Down_Value  =  	0,
data_storage.SetHeight =  900,
data_result.ADC1_Sensor_Height[0] =  877,
data_result.ADC1_Sensor_Height[1] =  9999,
